SYMBOL,NAME OF COMPANY
Aarti Surfactants Limited,AARTISURF
BONLON INDUSTRIES LIMITED,BONLON
Borosil Limited,BOROLTD
ROSSARI BIOTECH LIMITED,ROSSARI
NDR Auto Components Limited,NDRAUTO
SURATWWALA BUSINESS GROUP LIMITED,SBGLP
Max Healthcare Institute Limited,MAXHEALTH
 Max India Limited,MAXIND
Happiest Minds Technologies Limited,HAPPSTMNDS
Route Mobile Limited,ROUTE
Samrat Forgings Limited,SAMRATFORG
Advait Infratech Limited,ADVAIT
Archidply Decor Limited,ADL
Computer Age Management Services Limited,CAMS
Chemcon Speciality Chemicals Limited,CHEMCON
Secmark Consultancy Limited,SECMARK
ANGEL ONE LIMITED,ANGELONE
Atam Valves Limited,ATAM
Mazagon Dock Shipbuilders Limited,MAZDOCK
UTI Asset Management Company Limited,UTIAMC
G M Polyplast Limited,GMPL
Likhitha Infrastructure Limited,LIKHITHA
Veer Global Infraconstruction Limited,VGIL
Hemisphere Properties India Limited,HEMIPROP
Equitas Small Finance Bank Limited,EQUITASBNK
Shine Fashions (India) Limited,SHINEFASH
 Gland Pharma Limited,GLAND
Restaurant Brands Asia Limited,RBA
TARC LIMITED,TARC
Ravinder Heights Limited,RVHL
Fairchem Organics Limited,FAIRCHEMOR
Mrs. Bectors Food Specialities Limited,BECTORFOOD
Antony Waste Handling Cell Limited,AWHCL
RITA FINANCE AND LEASING LIMITED,RFLL
Indian Railway Finance Corporation,IRFC
Indigo Paints Limited,INDIGOPNTS
Home First Finance Company India Limited,HOMEFIRST
STOVE KRAFT LIMITED,STOVEKRAFT
MRP Agro Limited,MRP
SMC Global Securities Limited,SMCGLOBAL
Nureca Limited,NURECA
RailTel Corporation of India Limited,RAILTEL
Heranba Industries Limited,HERANBA
Davangere Sugar Company Limited,DAVANGERE
DRC Systems India Limited,DRCSYSTEMS
MTAR Technologies Limited,MTARTECH
Jubilant Ingrevia Limited,JUBLINGREA
Easy Trip Planners Limited,EASEMYTRIP
Knowledge Marine & Engineering Works Limited,KMEW
SUUMAYA CORPORATION LIMITED,SUUMAYA
Anupam Rasayan India Limited,ANURAS
Craftsman Automation Limited,CRAFTSMAN
Laxmi Organic Industries Limited,LXCHEM
Kalyan Jewellers India Limited,KALYANKJIL
Suryoday Small Finance Bank Limited,SURYODAY
Nazara Technologies Limited,NAZARA
Suvidhaa Infoserve Limited,SUVIDHAA
BARBEQUE-NATION HOSPITALITY LIMITED,BARBEQUE
EKI Energy Services Limited,EKI
Rajeshwari Cans Limited,RCAN
Jetmall Spices and Masala Limited,JETMALL
Macrotech Developers Limited,LODHA
Deep Industries Limited,DEEPINDS
Inox Wind Energy Limited,IWEL
Vineet Laboratories Limited,VINEETLAB
Shyam Metalics and Energy Limited,SHYAMMETL
Sona BLW Precision Forgings Limited,SONACOMS
Navoday Enterprises Limited,NAVODAYENT
Dodla Dairy Limited,DODLA
Krishna Institute of Medical Sciences Limited,KIMS
Adeshwar Meditex Limited,ADESHWAR
Times Green Energy (India) Limited,TIMESGREEN
India Pesticides Limited,IPL
Focus Business Solution Limited,FOCUS
G R Infraprojects Limited,GRINFRA
Clean Science and Technology Limited,CLEAN
AA Plus Tradelink Limited,AAPLUSTRAD
Zomato Limited,ZOMATO
Tatva Chintan Pharma Chem Limited,TATVA
Glenmark Life Sciences Limited,GLS
Gretex Corporate Services Limited,GCSL
Rolex Rings Limited,ROLEXRINGS
Exxaro Tiles Limited,EXXARO
Krsnaa Diagnostics Limited,KRSNAA
Windlas Biotech Limited,WINDLAS
Devyani International Limited,DEVYANI
Meghmani Organics Limited,MOL
Epigral Limited,EPIGRAL
CarTrade Tech Limited,CARTRADE
Nuvoco Vistas Corporation Limited,NUVOCO
Aptus Value Housing Finance India Limited,APTUS
Chemplast Sanmar Limited,CHEMPLASTS
SHARPLINE BROADCAST LIMITED,SHARPLINE
Aashka Hospitals Limited,AASHKA
Ami Organics Limited,AMIORG
Vijaya Diagnostic Centre Limited,VIJAYA
PlatinumOne Business Services Limited,POBS
Sansera Engineering Limited,SANSERA
Prevest Denpro Limited,PREVEST
Markolines Pavement Technologies Limited,MARKOLINES
SBL Infratech Limited,SBLI
Paras Defence and Space Technologies Limited,PARAS
Getalong Enterprise Limited,GETALONG
Shri Venkatesh Refineries Limited,SVRL
Aditya Birla Sun Life AMC Limited,ABSLAMC
Promax Power Limited,PROMAX
Samor Reality Limited,SAMOR
Adishakti Loha and Ispat Limited,ADISHAKTI
FSN E-Commerce Ventures Limited,NYKAA
Fino Payments Bank Limited,FINOPB
S.J.S. Enterprises Limited,SJS
Sigachi Industries Limited,SIGACHI
PB Fintech Limited,POLICYBZR
Suyog Gurbaxani Funicular Ropeways Limited,SGFRL
One 97 Communications Limited,PAYTM
Sapphire Foods India Limited,SAPPHIRE
Latent View Analytics Limited,LATENTVIEW
Tarsons Products Limited,TARSONS
Omnipotent Industries Limited,OMNIPOTENT
Go Fashion (India) Limited,GOCOLORS
DMR Hydroengineering & Infrastructures Limited,DMR
HI-TECH PIPES LIMITED,HITECH
Star Health and Allied Insurance Company Limited,STARHEALTH
Tega Industries Limited,TEGA
Anand Rathi Wealth Limited,ANANDRATHI
Zodiac Energy Limited,ZODIAC
RateGain Travel Technologies Limited,RATEGAIN
Shriram Properties Limited,SHRIRAMPPS
Jet Freight Logistics Limited,JETFREIGHT
C.E. Info Systems Limited,MAPMYINDIA
Metro Brands Limited,METROBRAND
Medplus Health Services Limited,MEDPLUS
Data Patterns (India) Limited,DATAPATTNS
HP Adhesives Limited,HPAL
Supriya Lifescience Limited,SUPRIYA
CLARA INDUSTRIES LIMITED,CLARA
Brandbucket Media & Technology Limited,BRANDBUCKT
CMS Info Systems Limited,CMSINFO
Brand Concepts Limited,BCONCEPTS
FABINO ENTERPRISES LIMITED,FABINO
WONDER ELECTRICALS LIMITED,WEL
AGS TRANSACT TECHNOLOGIES LIMITED,AGSTRA
ALKOSIGN LIMITED,ALKOSIGN
Adani Wilmar Limited,AWL
Quality RO Industries Limited,QRIL
Safa Systems & Technologies Limited,SSTL
DEV INFORMATION TECHNOLOGY LIMITED,DEVIT
Vedant Fashions Limited,MANYAVAR
Maruti Interior Products Limited,SPITZE
SoftTech Engineers Limited,SOFTTECH
Ekennis Software Service Limited,EKENNIS
Eureka Forbes Limited,EUREKAFORB
Gateway Distriparks Limited,GATEWAY
GMR Power and Urban Infra Limited,GMRP&UI
Bhatia Colour Chem Limited,BCCL
Motherson Sumi Wiring India Limited,MSUMI
Achyut Healthcare Limited,ACHYUT
Evoq Remedies Limited,EVOQ
Avro India Limited,AVROIND
Uma Exports Limited,UMAEXPORTS
Veranda Learning Solutions Limited,VERANDA
Sunrise Efficient Marketing Limited,SEML
DHYAANI TRADEVENTTURES LIMITED,DHYAANITR
Hariom Pipe Industries Limited,HARIOMPIPE
Eighty Jewellers Limited,EIGHTY
Shashwat Furnishing Solutions Limited,SFSL
Global Longlife Hospital and Research Limited,GLHRL
Fone4 Communications (India) Limited,FONE4
Nanavati Ventures Limited,NVENTURES
Campus Activewear Limited,CAMPUS
Rainbow Children's Medicare Limited,RAINBOW
Silver Touch Technologies Limited,SILVERTUC
LIFE INSURANCE CORPORATION OF INDIA,LICI
Prudent Corporate Advisory Services Limited,PRUDENT
Venus Pipes & Tubes Limited,VENUSPIPES
Delhivery Limited,DELHIVERY
Paradeep Phosphates Limited,PARADEEP
Tierra Agrotech Limited,TIERRA
ETHOS LIMITED,ETHOSLTD
eMudhra Limited,EMUDHRA
Aether Industries Limited,AETHER
We Win Limited,WEWIN
Silver Pearl Hospitality & Luxury Spaces Limited,SILVERPRL
Scarnose International Limited,SCARNOSE
Goel Food Products Limited,GOEL
MODI’S NAVNIRMAN LIMITED,MODIS
Pearl Green Clubs and Resorts Limited,PGCRL
SAILANI TOURS N TRAVELS LIMITED,SAILANI
KESAR INDIA LIMITED,KESAR
B-RIGHT REALESTATE LIMITED,BRRL
JAYANT INFRATECH LIMITED,JAYANT
Veerkrupa Jewellers Limited,VEERKRUPA
HEALTHY LIFE AGRITEC LIMITED,HEALTHYLIFE
DDEV PLASTIKS INDUSTRIES LIMITED,DDEVPLASTIK
Syrma SGS Technology Limited,SYRMA
Olatech Solutions Limited,OLATECH
NATURO INDIABULL LIMITED,NATURO
Rhetan TMT Limited,RHETAN
DREAMFOLKS SERVICES LIMITED,DREAMFOLKS
Dhampur Bio Organics Limited,DBOL
DIPNA PHARMACHEM LIMITED,DPL
EP BIOCOMPOSITES LIMITED,EPBIO
Tamilnad Mercantile Bank Limited,TMB
Virtuoso Optoelectronics Limited,VOEPL
SHANTIDOOT INFRA SERVICES LIMITED,SISL
Ksolves India Limited,KSOLVES
Harsha Engineers International Limited,HARSHA
CONTAINE TECHNOLOGIES LIMITED,CONTAINE
MAFIA TRENDS LIMITED,MAFIA
Tips Films Limited,TIPSFILMS
SILICON RENTAL SOLUTIONS LIMITED,SRSOLTD
Trident Lifeline Limited,TLL
REETECH INTERNATIONAL CARGO AND COURIER LIMITED,REETECH
Cargotrans Maritime Limited,CARGOTRANS
Concord Control Systems Limited,CNCRD
INSOLATION ENERGY LIMITED,INA
Cargosol Logistics Limited,CARGOSOL
STEELMAN TELECOM LIMITED,STML
VEDANT ASSET LIMITED,VEDANTASSET
MAAGH ADVERTISING AND MARKETING SERVICES LIMITED,MAAGHADV
SecUR Credentials Limited,SECURCRED
Electronics Mart India Limited,EMIL
PIRAMAL PHARMA LIMITED,PPLPHARMA
Dc Infotech and Communication Limited,DCI
PACE E-COMMERCE VENTURES LIMITED,PACE
Tracxn Technologies Limited,TRACXN
Narmada Agrobase Limited,NARMADA
InfoBeans Technologies Limited,INFOBEAN
HINDPRAKASH INDUSTRIES LIMITED,HPIL
DCX Systems Limited,DCXINDIA
DAPS ADVERTISING LIMITED,DAPS
FUSION FINANCE LIMITED,FUSION
Bikaji Foods International Limited,BIKAJI
Global Health Limited,MEDANTA
Technopack Polymers Limited,TECHNOPACK
Archean Chemical Industries Limited,ACI
Five-Star Business Finance Ltd.,FIVESTAR
KAYNES TECHNOLOGY INDIA LIMITED,KAYNES
INOX GREEN ENERGY SERVICES LIMITED,INOXGREEN
B&B Triplewall Containers Limited,BBTCL
Keystone Realtors Limited,RUSTOMJEE
VINNY OVERSEAS LIMITED,VINNY
AAA TECHNOLOGIES LIMITED,AAATECH
AMBO AGRITEC LIMITED,AMBOAGRI
Sirca Paints India Limited,SIRCA
Dharmaj Crop Guard Limited,DHARMAJ
Sarveshwar Foods Limited,SARVESHWAR
Uniparts India Limited,UNIPARTS
PNGS GARGI FASHION JEWELLERY LIMITED,GARGI
Sula Vineyards Limited,SULA
Abans Holdings Limited,AHL
Droneacharya Aerial Innovations Limited,DRONACHRYA
LANDMARK CARS LIMITED,LANDMARK
Indiabulls Enterprises Limited,IEL
KFin Technologies Limited,KFINTECH
Elin Electronics Limited,ELIN
Radiant Cash Management Services Limited,RADIANTCMS
Aveer Foods Limited,AVEER
Sah Polymers Limited,SAH
Rex Sealing and Packing Industries Limited,REXSEAL
SVS VENTURES LIMITED,SVS
LOGICA INFOWAY LIMITED,LOGICA
Kamdhenu Ventures Limited,KAMOPAINTS
Aarti Pharmalabs Limited,AARTIPHARM
DHARNI CAPITAL SERVICES LIMITED,DHARNI
TRANSVOY LOGISTICS INDIA LIMITED,TRANSVOY
Earthstahl & Alloys Limited,EARTH
Ashika Credit Capital Ltd.,ASHIKA
BODHI TREE MULTIMEDIA LIMITED,BTML
NMDC Steel Limited,NSLNISP
INDONG TEA COMPANY LIMITED,INDONG
Sealmatic India Limited,SEALMATIC
Macfos Limited,ROBU
Patron Exim Limited,PATRON
S.V.J.ENTERPRISES LIMITED,SVJ
AMANAYA VENTURES LIMITED,AMANAYA
RESGEN LIMITED,RESGEN
ITCONS E-Solutions Limited,ITCONS
AIRAN LIMITED,AIRAN
DIVGI TORQTRANSFER SYSTEMS LIMITED,DIVGIITTS
PROSPECT CONSUMER PRODUCTS LIMITED,PCL
SUDARSHAN PHARMA INDUSTRIES LIMITED,SUDARSHAN
Global Surfaces Limited,GSLSU
LABELKRAFT TECHNOLOGIES LIMITED,LABELKRAFT
Bright Outdoor Media Limited,BRIGHT
Command Polymers Limited,COMMAND
Dev Labtech Venture Limited,DEVLAB
J.A. Finance Limited,JAFINANCE
Udayshivakumar infra Limited,USK
Maiden Forgings Limited,MAIDEN
Exhicon Events Media Solutions Limited,EXHICON
Avalon Technologies Limited,AVALON
Sancode Technologies Limited,SANCODE
BEML Land Assets Limited,BLAL
ROBUST HOTELS LIMITED,RHL
Retina Paints Limited,RETINA
Mankind Pharma Limited,MANKIND
INNOKAIZ INDIA LIMITED,INNOKAIZ
AVG Logistics Limited,AVG
Atal Realtech Limited,ATALREAL
Power & Instrumentation (Gujarat) Limited,PIGL
Swati Projects Limited,SWATIPRO
Pavna Industries Limited,PAVNAIND
Hemant Surgical Industries Limited,HSIL
SIGMA SOLVE LIMITED,SIGMA
GHCL Textiles Limited,GHCLTEXTIL
M.K.Proteins Limited,MKPL
CFF FLUID CONTROL LIMITED,CFF
Comrade Appliances Limited,COMRADE
IKIO Lighting Limited,IKIO
Sonalis Consumer Products Limited,SONALIS
Bizotic Commercial Limited,BIZOTIC
Asian Warehousing Limited,ASIAN
Cosmic CRF Limited,COSMICCRF
HMA Agro Industries Limited,HMAAGRO
URAVI T AND WEDGE LAMPS LIMITED,URAVI
VEEFIN SOLUTIONS LIMITED,VEEFIN
IDEAFORGE TECHNOLOGY LIMITED,IDEAFORGE
Cyient DLM Limited,CYIENTDLM
Machhar Industries Limited,MACIND
Senco Gold Limited,SENCO
ALPHALOGIC INDUSTRIES LIMITED,ALPHAIND
ACCELERATEBS INDIA LIMITED,ACCELERATE
Kaka Industries Limited,KAKA
Jio Financial Services Limited,JIOFIN
AHASOLAR TECHNOLOGIES LIMITED,AHASOLAR
UTKARSH SMALL FINANCE BANK LIMITED,UTKARSHBNK
ASARFI HOSPITAL LIMITED,ASARFI
NETWEB TECHNOLOGIES INDIA LIMITED,NETWEB
YATHARTH HOSPITAL & TRAUMA CARE SERVICES LIMITED,YATHARTH
Innovatus Entertainment Networks Limited,INNOVATUS
NIIT Learning Systems Limited,NIITMTS
Khazanchi Jewellers Limited,KHAZANCHI
Allcargo Terminals Limited,ATL
Transindia Real Estate Limited,TREL
REDTAPE Limited,REDTAPE
VL E-Governance & IT Solutions Limited,VLEGOV
SBFC Finance Limited,SBFC
Concord Biotech Limited,CONCORDBIO
D.P. WIRES LIMITED,DPWIRES
SHELTER PHARMA LIMITED,SHELTER
TVS Supply Chain Solutions Limited,TVSSCS
Pyramid Technoplast Limited,PYRAMID
Shoora Designs Limited,SHOORA
Bondada Engineering Limited,BONDADA
Aeroflex Industries Limited,AEROFLEX
VISHNU PRAKASH R PUNGLIA LIMITED,VPRPL
Shradha AI Technologies Limited,SHRAAITECH
Rishabh Instruments Limited,RISHABH
Ratnaveer Precision Engineering Limited,RATNAVEER
Kahan Packaging Limited,KAHAN
Jupiter Life Line Hospitals Limited,JLHL
R R KABEL LIMITED,RRKABEL
Meson Valves India Limited,MESON
EMS LIMITED,EMSLIMITED
Samhi Hotels Limited,SAMHI
ZAGGLE PREPAID OCEAN SERVICES LIMITED,ZAGGLE
South West Pinnacle Exploration Limited,SOUTHWEST
Navi Mutual Fund,NAVINIFTY
Nuvama Wealth Management Limited,NUVAMA
Sai Silks (Kalamandir) Limited,KALAMANDIR
SIGNATUREGLOBAL (INDIA) LIMITED,SIGNATURE
TECHKNOWGREEN SOLUTIONS LIMITED,TECHKGREEN
YATRA ONLINE LIMITED,YATRA
ARCL Organics Ltd,ARCL
JSW Infrastructure Limited,JSWINFRA
MANOJ VAIBHAV GEMS 'N' JEWELLERS LIMITED,MVGJL
Updater Services Limited,UDS
ORGANIC RECYCLING SYSTEMS LIMITED,ORGANICREC
Valiant Laboratories Limited,VALIANTLAB
CITY CROPS AGRO LIMITED,CCAL
Sunita Tools Limited,SUNITATOOL
Vivaa Tradecom Limited,VIVAA
Plaza Wires Limited,PLAZACABLE
IRM ENERGY LIMITED,IRMENERGY
Max Estates Limited,MAXESTATES
Blue Jet Healthcare Limited,BLUEJET
Vrundavan Plantation Limited,VPL
Cello World Limited,CELLO
KK Shah Hospitals Limited,KKSHL
Honasa Consumer Limited,HONASA
Mish Designs Limited,MISHDESIGN
ESAF Small Finance Bank Ltd,ESAFSFB
Protean eGov Technologies Limited,PROTEAN
ASK Automotive Limited,ASKAUTOLTD
Kalyani Cast-Tech Limited,KALYANI
 Arrowhead Seperation Engineering Limited,ARROWHEAD
Indian Renewable Energy Development Agency Limited,IREDA
Fedbank Financial Services Limited,FEDFINA
Tata Technologies Limited,TATATECH
Gandhar Oil Refinery (India) Limited,GANDHAR
Flair Writing Industries Limited,FLAIR
Swashthik Plascon Limited,SPL
DEEPAK CHEMTEX LIMITED,DEEPAKCHEM
Amic Forging Limited,AMIC
Bajel Projects Limited,BAJEL
India Shelter Finance Corporation Limited,INDIASHLTR
DOMS Industries Limited,DOMS
INOX India Limited,INOXINDIA
Siyaram Recycling Industries Limited,SIYARAM
Benchmark Computer Solutions Limited,BENCHMARK
Motisons Jewellers Limited,MOTISONS
Suraj Estate Developers Limited,SURAJEST
Muthoot Microfin Limited,MUTHOOTMF
Sahara Maritime Limited,SMARITIME
Happy Forgings Limited,HAPPYFORGE
Credo Brands Marketing Limited,MUFTI
SHANTI SPINTEX LIMITED,SHANTIDENM
RBZ Jewellers Limited,RBZJEWEL
Azad Engineering Limited,AZAD
SUNDARAM-CLAYTON LIMITED,SUNCLAY
INNOVA CAPTAB LIMITED,INNOVACAP
AIK Pipes and Polymers Limited,AIKPIPES
Manoj Ceramic Limited,MCPL
Shri Balaji Valve Components Limited,SBVCL
DIGIDRIVE DISTRIBUTORS LIMITED,DIGIDRIVE
Sayaji Hotels (Indore) Limited,SHILINDORE
Jyoti CNC Automation Limited,JYOTICNC
New Swan Multitech Limited,SWANAGRO
Shree Marutinandan Tubes Limited,SHREE
Medi Assist Healthcare Services Limited,MEDIASSIST
Sayaji Hotels (Pune) Limited,SHPLPUNE
Qualitek Labs Limited,QLL
Bajaj Finserv Mutual Fund,NIFTYBETF
Euphoria Infotech (India) Limited,EUPHORIAIT
EPACK Durable Limited,EPACK
Nova Agritech Limited,NOVAAGRI
Brisk Technovision Limited,BRISK
HARSHDEEP HORTICO LIMITED,HARSHDEEP
Mayank Cattle Food Limited,MCFL
BLS E-Services Limited,BLSE
Gabriel Pet Straps Limited,GPSL
Apeejay Surrendra Park Hotels Limited,PARKHOTELS
JASCH GAUGING TECHNOLOGIES LIMITED,JGTL
Signpost India Limited,SIGNPOST
JANA SMALL FINANCE BANK LIMITED,JSFB
Rashi Peripherals Limited,RPTECH
Capital Small Finance Bank Ltd,CAPITALSFB
Rudra Gas Enterprise Limited,RUDRAGAS
Entero Healthcare Solutions Limited,ENTERO
VIBHOR STEEL TUBES LIMITED,VSTL
Juniper Hotels Limited,JUNIPER
GPT Healthcare Limited,GPTHEALTH
EXICOM TELE-SYSTEMS LIMITED,EXICOM
Platinum Industries Limited,PLATIND
Mukka Proteins Limited,MUKKA
R K Swamy Limited,RKSWAMY
J.G.Chemicals Limited,JGCHEM
KOURA FINE DIAMOND JEWELRY LIMITED,KOURA
Gopal Snacks Limited,GOPAL
Pune E - Stock Broking Limited,PESB
Shipping Corporation of India Land and Assets Limited,SCILAL
Royal Sense Limited,ROYAL
Popular Vehicles and Services Limited,PVSL
KRYSTAL INTEGRATED SERVICES LIMITED,KRYSTAL
KP GREEN ENGINEERING LIMITED,KPGEL
CHATHA FOODS LIMITED,CHATHA
Gconnect Logitech and Supply Chain Limited,GCONNECT
Vruddhi Engineering Works Limited,VRUDDHI
SRM CONTRACTORS LIMITED,SRM
Jay Kailash Namkeen Limited,JAYKAILASH
D P ABHUSHAN LIMITED,DPABHUSHAN
Bharti Hexacom Limited,BHARTIHEXA
Greenhitech Ventures Limited,GVL
Faalcon Concepts Limited,FAALCON
SHIVAM CHEMICALS LIMITED,SHIVAM
EMMFORCE AUTOTECH LIMITED,EMMFORCE
JNK India Limited,JNKINDIA
VARYAA CREATIONS LIMITED,VARYAA
Amkay Products Limited,AMKAY
Sai Swami Metals and Alloys Limited,SAI
Storage Technologies and Automation Limited,STAL
Indegene Limited,INDGN
Finelistings Technologies Limited,FTL
TBO TEK LIMITED,TBOTEK
TGIF AGRIBUSINESS LIMITED,TGIF
Aadhar Housing Finance Limited,AADHARHFC
Aztec Fluids & Machinery Limited,AZTEC
PIOTEX INDUSTRIES LIMITED,PIOTEX
Go Digit General Insurance Limited,GODIGIT
Awfis Space Solutions Limited,AWFIS
Associated Coaters Limited,ASSOCIATED
Borosil Scientific Limited,BOROSCI
ADTECH SYSTEMS LIMITED,ADTECH
Forbes Precision Tools and Machine Parts Limited,TOTEM
KRONOX LAB SCIENCES LIMITED,KRONOX
Magenta Lifecare Limited,MAGENTA
SATTRIX INFORMATION SECURITY LIMITED,SATTRIX
3C IT Solutions and Telecoms (India) Limited,3CIT
Purple Finance Limited,PURPLEFIN
Le Travenues Technology Limited,IXIGO
Zerodha Mutual Fund,MID150CASE
United Cotfab Limited,COTFAB
BARODA BNP PARIBAS MUTUAL FUND,BBNPNBETF
JHS SVENDGAARD RETAIL VENTURES LIMITED,RETAIL
DEE DEVELOPMENT ENGINEERS LIMITED,DEEDEV
GEM Enviro Management Limited,GEMENVIRO
Akme Fintrade (India) Limited,AFIL
DINDIGUL FARM PRODUCT LIMITED,DFPL
STANLEY LIFESTYLES LIMITED,STANLEY
Allied Blenders and Distillers Limited,ABDL
VRAJ IRON AND STEEL LIMITED,VRAJ
National Peroxide Limited,NPL
Reliable Data Services Limited,RELIABLE
Bansal Wire Industries Limited,BANSALWIRE
Emcure Pharmaceuticals Limited,EMCURE
AELEA COMMODITIES LIMITED,ACLD
THREE M PAPER BOARDS LIMITED,THREEMPAPE
SANSTAR LIMITED,SANSTAR
VVIP Infratech Limited,VVIPIL
Clinitech Laboratory Limited,CTLLAB
Kizi Apparels Limited,KIZI
Akums Drugs and Pharmaceuticals Limited,AKUMS
Ceigall India Limited,CEIGALL
Afcom Holdings Limited,AFCOM
Ola Electric Mobility Limited,OLAELEC
Brainbees Solutions Limited,FIRSTCRY
UNICOMMERCE ESOLUTIONS LIMITED,UNIECOM
SARASWATI SAREE DEPOT LIMITED,SSDL
BROACH LIFECARE HOSPITAL LIMITED,BROACH
Interarch Building Products Limited,INTERARCH
Mahalaxmi Fabric Mills Limited,MFML
Globale Tessile Limited,GLOBALE
Orient Technologies Limited,ORIENTTECH
Resourceful Automobile Limited,RAL
RAPID MULTIMODAL LOGISTICS LIMITED,RAPID
Premier Energies Limited,PREMIERENE
ECOS (India) Mobility & Hospitality Limited,ECOSMOBLTY
Raymond Lifestyle Limited,RAYMONDLSL
Travels & rentals Limited,TRAVELS
Baazar Style Retail Limited,STYLEBAAZA
Gala Precision Engineering Limited,GALAPREC
Naturewings Holidays Limited,NHL
Revathi Equipment India Limited,RVTH
MACH CONFERENCES AND EVENTS LIMITED,MCEL
SHREE TIRUPATI BALAJEE AGRO TRADING COMPANY LIMITED,BALAJEE
Sanofi Consumer Healthcare India Limited,SANOFICONR
Share Samadhan Limited,SSL
Bajaj Housing Finance Limited,BAJAJHFL
Kross Limited,KROSS
Tolins Tyres Limited,TOLINS
P N GADGIL JEWELLERS LIMITED,PNGJL
Sodhani Academy of Fintech Enablers Limited,SAFE
Western Carriers (India) Limited,WCIL
POPULAR FOUNDATIONS LIMITED,PFL
Northern Arc Capital Ltd.,NORTHARC
ARKADE DEVELOPERS LIMITED,ARKADE
Manba Finance Limited,MANBA
KRN HEAT EXCHANGER AND REFRIGERATION LIMITED,KRN
Diffusion Engineers Limited,DIFFNKG
Nexxus Petro Industries Limited,NEXXUS
SUBAM PAPERS LIMITED,SUBAM
NEOPOLITAN PIZZA AND FOODS LIMITED,NPFL
Khyati Global Ventures Limited,KGVL
Garuda Construction and Engineering Limited,GARUDA
SHIV TEXCHEM LIMITED,SHIVTEXCHEM
MANGALAM GLOBAL ENTERPRISE LIMITED,MGEL
HYUNDAI MOTOR INDIA LIMITED,HYUNDAI
Deepak Builders and Engineers India Limited,DBEIL
Waaree Energies Limited,WAAREEENER
OCCL Limited,OCCLLTD
Godavari Biorefineries Limited,GODAVARIB
Afcons Infrastructure Limited,AFCONS
A B INFRABUILD LIMITED,ABINFRA
Sagility India Limited,SAGILITY
ACME Solar Holdings Limited,ACMESOLAR
SWIGGY LIMITED,SWIGGY
NIVA BUPA HEALTH INSURANCE COMPANY LIMITED,NIVABUPA
Mangal Compusolution Limited,MANGALCOMP
ZINKA LOGISTICS SOLUTIONS LIMITED,BLACKBUCK
NTPC GREEN ENERGY LIMITED,NTPCGREEN
ENVIRO INFRA ENGINEERS LIMITED,EIEL
